Aggregator,all_objects_.to_send,2025-06-06 12:30:59.209,true,0
Aggregator,all_objects_.to_send,2025-06-06 12:30:59.210,false,0
Aggregator,all_objects_.to_send,2025-06-06 12:30:59.316,true,0
Aggregator,all_objects_.to_send,2025-06-06 12:30:59.317,false,0
Aggregator,all_objects_.to_send,2025-06-06 12:30:59.421,true,0
Aggregator,all_objects_.to_send,2025-06-06 12:30:59.422,false,0
Aggregator,all_objects_.to_send,2025-06-06 12:30:59.523,true,0
Aggregator,all_objects_.to_send,2025-06-06 12:30:59.523,false,0
Aggregator,all_objects_.to_send,2025-06-06 12:30:59.628,true,0
Aggregator,all_objects_.to_send,2025-06-06 12:30:59.628,false,0
Aggregator,all_objects_.to_send,2025-06-06 12:30:59.732,true,0
Aggregator,all_objects_.to_send,2025-06-06 12:30:59.732,false,0
Aggregator,all_objects_.to_send,2025-06-06 12:30:59.838,true,0
Aggregator,all_objects_.to_send,2025-06-06 12:30:59.838,false,0
Aggregator,all_objects_.to_send,2025-06-06 12:30:59.945,true,0
Aggregator,all_objects_.to_send,2025-06-06 12:30:59.946,false,0
Aggregator,all_objects_.to_send,2025-06-06 12:31:00.046,true,0
Aggregator,all_objects_.to_send,2025-06-06 12:31:00.047,false,0
Aggregator,all_objects_.to_send,2025-06-06 12:31:00.152,true,0
Aggregator,all_objects_.to_send,2025-06-06 12:31:00.153,false,0
Aggregator,all_objects_.to_send,2025-06-06 12:31:00.258,true,0
Aggregator,all_objects_.to_send,2025-06-06 12:31:00.259,false,0
Aggregator,all_objects_.to_send,2025-06-06 12:31:00.364,true,0
Aggregator,all_objects_.to_send,2025-06-06 12:31:00.365,false,0
Aggregator,all_objects_.to_send,2025-06-06 12:31:00.470,true,0
Aggregator,all_objects_.to_send,2025-06-06 12:31:00.470,false,0
Aggregator,all_objects_.to_send,2025-06-06 12:31:00.572,true,0
Aggregator,all_objects_.to_send,2025-06-06 12:31:00.572,false,0
Aggregator,all_objects_.to_send,2025-06-06 12:31:00.677,true,0
